Time, Server1 (%), Server2 (%), Server3 (%), Server4 (%), Server1_LB (MB/s), Server2_LB (MB/s), Server3_LB (MB/s), Server4_LB (MB/s), PCIeChannel1 (MB/s), PCIeChannel2 (MB/s), PCIeChannel3 (MB/s), PCIeChannel4 (MB/s), JBOD1 rate (MB/s),  JBOD2 rate (MB/s), SSD rate (MB/s), JBOD1 (MB), JBOD2 (MB), SSD (MB), Cache (MB)
28.0, 0.12, 0.12, 0.15, 0.12, 0.069278, 0.069278, 2.357145, 0.417478, 0.069278, 0.069278, 2.020883, 0.069278, 0.323119, 0.324742, 0.001082, 5822.08, 5827.07, 5812.99, 11.52
28.1, 0.12, 0.12, 0.15, 0.12, 0.069278, 0.511759, 0.869839, 0.069278, 0.442344, 0.069278, 1.820063, 0.718869, 0.324742, 0.324742, 0.001082, 5842.50, 5850.05, 5834.18, 12.93
28.2, 0.12, 0.12, 0.15, 0.12, 0.069278, 0.069278, 0.227079, 0.069278, 0.069278, 0.069278, 5.587039, 0.069278, 0.324742, 0.324742, 0.001082, 5864.26, 5871.94, 5856.58, 11.78
28.3, 0.12, 0.13, 0.15, 0.12, 0.069278, 0.069278, 0.154800, 0.069278, 0.069278, 0.069278, 3.750877, 0.069278, 0.108247, 0.108247, 0.001082, 5885.76, 5892.86, 5877.76, 12.93
28.4, 0.12, 0.13, 0.15, 0.11, 0.068054, 0.069278, 4.093713, 0.069278, 0.069278, 0.069278, 4.584333, 0.069278, 0.324742, 0.300506, 0.001082, 5906.88, 5914.56, 5899.33, 9.54
28.5, 0.12, 0.13, 0.15, 0.11, 0.757428, 0.069278, 0.446158, 0.069278, 0.069278, 0.065286, 0.174132, 0.069278, 0.108247, 0.108247, 0.001082, 5925.70, 5933.89, 5924.03, 12.86
28.6, 0.12, 0.12, 0.15, 0.11, 0.816274, 0.750696, 1.088707, 0.825014, 0.069278, 0.069278, 2.087274, 0.066137, 0.156419, 0.324742, 0.001082, 5947.46, 5955.01, 5942.40, 15.49
28.7, 0.12, 0.12, 0.15, 0.11, 0.069278, 0.069278, 5.736197, 0.069278, 0.069278, 0.069278, 0.216951, 0.069278, 0.324742, 0.248781, 0.001082, 5969.54, 5976.45, 5965.82, 11.97
28.8, 0.12, 0.12, 0.16, 0.11, 0.284169, 0.069278, 1.489109, 0.069278, 0.069278, 0.069278, 0.165903, 0.380690, 0.324742, 0.324742, 0.001082, 5990.21, 5997.95, 5987.90, 14.46
28.9, 0.12, 0.12, 0.16, 0.12, 0.265207, 0.173786, 1.518703, 0.069278, 0.476803, 0.563972, 0.193467, 0.069278, 0.136632, 0.108247, 0.001082, 6011.65, 6020.48, 6010.24, 11.58
29.0, 0.12, 0.12, 0.16, 0.12, 1.089510, 0.069278, 0.118502, 0.069278, 0.069278, 0.067359, 0.069278, 0.069278, 0.108247, 0.248862, 0.001082, 6033.22, 6041.02, 6031.10, 9.66
29.1, 0.12, 0.12, 0.16, 0.12, 0.067477, 0.428898, 0.438102, 0.069278, 0.069278, 0.069278, 1.225395, 0.950537, 0.108247, 0.108247, 0.001082, 6054.14, 6060.80, 6049.28, 15.81
29.2, 0.12, 0.12, 0.16, 0.12, 0.069278, 0.069278, 1.743595, 0.665390, 0.069278, 0.069278, 1.027240, 0.069278, 0.324742, 0.324742, 0.001082, 6076.54, 6079.81, 6069.57, 10.37
29.3, 0.12, 0.12, 0.16, 0.12, 0.069278, 0.069278, 0.814570, 0.069278, 0.069278, 0.069278, 1.638000, 0.069278, 0.324742, 0.324742, 0.001082, 6096.96, 6100.48, 6088.26, 13.18
29.4, 0.13, 0.12, 0.16, 0.12, 0.066639, 0.910902, 1.926752, 0.069278, 0.069278, 0.843785, 3.487243, 0.069278, 0.118932, 0.324742, 0.001082, 6118.27, 6122.56, 6108.80, 10.82
29.5, 0.13, 0.11, 0.16, 0.12, 0.744495, 0.474596, 1.772076, 0.069278, 0.065443, 0.360764, 0.913066, 0.595172, 0.108247, 0.108247, 0.001082, 6141.44, 6141.95, 6130.82, 13.25
29.6, 0.13, 0.11, 0.16, 0.12, 0.069278, 0.069278, 0.690386, 1.054330, 0.069278, 0.116861, 0.195511, 0.069278, 0.108247, 0.108247, 0.001082, 6162.24, 6162.94, 6151.30, 12.22
29.7, 0.12, 0.11, 0.16, 0.12, 0.587290, 0.079915, 0.817240, 0.069278, 1.142966, 0.852769, 0.188073, 0.069278, 0.324742, 0.324742, 0.001082, 6182.46, 6183.36, 6172.99, 12.80
29.8, 0.13, 0.11, 0.16, 0.12, 0.069278, 0.069278, 2.684375, 0.069278, 0.069278, 0.069278, 2.787767, 0.848660, 0.319854, 0.324742, 0.001082, 6203.65, 6205.31, 6193.02, 14.40
29.9, 0.13, 0.12, 0.16, 0.12, 0.896123, 0.066531, 0.762892, 0.065780, 0.069278, 0.069278, 1.183255, 0.069278, 0.108247, 0.108247, 0.001082, 6227.01, 6223.74, 6214.98, 13.76
30.0, 0.13, 0.12, 0.16, 0.12, 0.069278, 0.069278, 3.140605, 0.067743, 0.069278, 0.069278, 2.383307, 0.289306, 0.108247, 0.108247, 0.001082, 6247.42, 6246.78, 6235.26, 15.23
30.1, 0.13, 0.12, 0.16, 0.12, 0.247552, 0.134330, 1.223326, 0.069278, 0.151527, 0.643994, 1.840399, 0.068733, 0.324742, 0.324742, 0.001082, 6268.67, 6267.84, 6256.26, 11.97
30.2, 0.13, 0.12, 0.16, 0.12, 0.069278, 0.069278, 5.438907, 0.069278, 0.069278, 0.069278, 3.517432, 0.069278, 0.108247, 0.108247, 0.001082, 6290.75, 6289.28, 6276.03, 14.53
30.3, 0.13, 0.12, 0.16, 0.12, 0.069278, 0.069278, 3.747692, 0.065929, 0.069278, 0.069278, 4.108676, 0.179422, 0.323119, 0.324742, 0.001082, 6310.78, 6308.80, 6294.53, 16.58
30.4, 0.13, 0.12, 0.17, 0.12, 0.069278, 0.069278, 5.050882, 1.086736, 0.069278, 0.438126, 4.099984, 0.069278, 0.324742, 0.324742, 0.001082, 6331.07, 6329.41, 6316.35, 12.86
30.5, 0.13, 0.12, 0.17, 0.12, 0.069278, 0.066637, 0.291352, 0.069278, 0.635311, 0.069278, 0.573179, 0.759539, 0.324742, 0.324742, 0.001082, 6351.94, 6350.27, 6336.70, 13.57
30.6, 0.14, 0.12, 0.17, 0.12, 0.069278, 0.098541, 0.168972, 0.069278, 0.069278, 0.068389, 6.147364, 0.069278, 0.324742, 0.295236, 0.001082, 6372.16, 6371.90, 6358.27, 13.95
30.7, 0.14, 0.12, 0.16, 0.12, 0.068266, 0.691701, 5.187342, 0.069278, 0.069278, 0.069278, 0.221353, 0.069278, 0.324742, 0.319809, 0.001082, 6392.90, 6391.68, 6380.16, 14.53
30.8, 0.13, 0.12, 0.17, 0.12, 0.069278, 0.069278, 0.174041, 0.069278, 0.069278, 0.069278, 1.114055, 0.939226, 0.324742, 0.324742, 0.001082, 6412.99, 6412.74, 6401.22, 14.40
30.9, 0.13, 0.12, 0.17, 0.12, 0.069278, 0.069278, 6.417639, 0.663150, 0.069278, 0.069278, 2.927800, 0.069278, 0.324742, 0.230936, 0.001082, 6434.37, 6434.11, 6422.40, 11.65
31.0, 0.14, 0.12, 0.17, 0.12, 0.069278, 0.069278, 0.171546, 0.092281, 0.069278, 0.069278, 0.168350, 0.069278, 0.108247, 0.108247, 0.001082, 6453.95, 6454.91, 6444.35, 14.21
31.1, 0.14, 0.13, 0.17, 0.12, 0.069278, 0.069278, 0.120412, 0.582498, 0.069278, 0.913388, 0.120412, 0.069278, 0.210006, 0.108247, 0.001082, 6475.01, 6476.35, 6464.83, 14.98
31.2, 0.14, 0.13, 0.17, 0.12, 0.413041, 0.069278, 0.202879, 0.730197, 0.068552, 0.069278, 0.472574, 0.069278, 0.274822, 0.216495, 0.001082, 6495.68, 6498.11, 6486.27, 12.80
31.3, 0.13, 0.13, 0.17, 0.13, 0.746675, 0.069278, 0.120834, 0.965970, 0.069278, 0.069278, 0.849907, 0.066806, 0.324742, 0.228660, 0.001082, 6516.48, 6519.30, 6505.73, 14.14
31.4, 0.14, 0.13, 0.17, 0.13, 0.357814, 0.065490, 0.170779, 0.069278, 0.069278, 0.069278, 1.083096, 0.095969, 0.324742, 0.324742, 0.001082, 6536.45, 6541.38, 6527.10, 14.78
31.5, 0.14, 0.13, 0.17, 0.13, 0.069278, 0.069278, 0.518839, 0.069278, 0.391765, 0.069278, 1.016950, 0.069278, 0.324742, 0.108247, 0.001082, 6557.76, 6561.28, 6548.16, 13.95
31.6, 0.13, 0.13, 0.18, 0.13, 0.069278, 0.069278, 1.712701, 0.069278, 0.668896, 0.069278, 0.931149, 0.602504, 0.324742, 0.324742, 0.001082, 6580.54, 6582.14, 6569.66, 13.38
31.7, 0.13, 0.13, 0.18, 0.13, 0.069278, 0.069278, 0.662081, 0.069278, 0.069182, 0.069278, 0.168472, 0.069278, 0.324742, 0.324742, 0.001082, 6602.18, 6602.88, 6591.87, 13.82
31.8, 0.14, 0.13, 0.18, 0.13, 0.096656, 0.985819, 0.118088, 0.069278, 0.069278, 0.069278, 0.764773, 0.635883, 0.324742, 0.324742, 0.001082, 6623.94, 6624.00, 6613.25, 13.25
31.9, 0.14, 0.14, 0.18, 0.13, 0.069278, 0.816561, 0.119663, 0.249153, 0.069278, 0.069278, 0.170047, 0.069278, 0.108247, 0.108247, 0.001082, 6645.50, 6645.12, 6635.01, 12.99
32.0, 0.14, 0.14, 0.18, 0.13, 0.069278, 0.069278, 4.243094, 0.069278, 0.069278, 0.069278, 3.858099, 0.069278, 0.235244, 0.216495, 0.001082, 6668.03, 6667.01, 6656.45, 13.57
32.1, 0.14, 0.14, 0.18, 0.14, 0.069278, 0.069278, 6.118960, 0.253426, 0.069278, 0.069278, 0.117003, 0.069278, 0.108247, 0.108247, 0.001082, 6691.20, 6688.26, 6677.44, 13.25
32.2, 0.14, 0.14, 0.18, 0.14, 0.069278, 0.069278, 0.365081, 0.069278, 0.932338, 0.069278, 0.193979, 0.069278, 0.108247, 0.108247, 0.001082, 6714.50, 6709.44, 6698.62, 13.12
32.3, 0.14, 0.14, 0.18, 0.14, 0.069278, 0.064649, 0.069278, 1.049459, 0.065938, 1.068997, 6.024497, 0.069278, 0.216495, 0.216495, 0.001082, 6735.55, 6732.10, 6720.90, 12.80
32.4, 0.14, 0.14, 0.18, 0.13, 0.937351, 0.069278, 0.169347, 0.069278, 0.069278, 0.069278, 0.147216, 0.069278, 0.228269, 0.324742, 0.001082, 6756.48, 6754.18, 6742.91, 13.25
32.5, 0.14, 0.14, 0.18, 0.14, 0.488493, 0.069278, 0.364698, 0.069278, 0.069278, 1.095178, 0.593359, 0.069278, 0.108247, 0.108247, 0.001082, 6777.98, 6774.46, 6766.14, 16.19
32.6, 0.14, 0.14, 0.18, 0.13, 0.069278, 0.314975, 4.083715, 0.069278, 1.230232, 0.069278, 3.078818, 0.069278, 0.229842, 0.216495, 0.001082, 6799.87, 6798.21, 6784.83, 16.00
32.7, 0.14, 0.14, 0.18, 0.13, 0.069278, 0.069278, 3.780816, 0.069278, 0.069278, 0.067673, 4.507623, 0.963147, 0.324742, 0.324742, 0.001082, 6821.63, 6819.20, 6807.74, 14.85
32.8, 0.14, 0.14, 0.19, 0.13, 0.069278, 0.069278, 0.216871, 0.065182, 0.064772, 0.069278, 0.216871, 0.069278, 0.324742, 0.324742, 0.001082, 6842.56, 6841.28, 6828.10, 18.18
32.9, 0.14, 0.14, 0.19, 0.14, 0.069278, 0.069278, 0.378802, 0.069278, 0.069278, 0.069278, 0.212257, 0.069278, 0.216495, 0.215536, 0.001082, 6863.42, 6863.42, 6848.26, 15.68
33.0, 0.14, 0.14, 0.19, 0.14, 1.175705, 0.155547, 0.116447, 0.065409, 0.069278, 0.069278, 0.294971, 0.108985, 0.324742, 0.324742, 0.001082, 6885.76, 6883.33, 6866.30, 18.30
33.1, 0.14, 0.14, 0.19, 0.14, 0.069278, 1.195052, 0.278951, 0.069278, 0.068295, 0.069278, 1.334508, 0.066116, 0.324742, 0.324742, 0.001082, 6905.02, 6903.62, 6887.74, 14.46
33.2, 0.14, 0.14, 0.19, 0.14, 0.069278, 0.069278, 1.993578, 1.114178, 0.069278, 0.069278, 2.442680, 0.069278, 0.216495, 0.204037, 0.001082, 6925.31, 6923.71, 6909.63, 13.63
33.3, 0.14, 0.14, 0.19, 0.14, 0.069278, 0.069278, 2.131068, 0.069278, 1.030304, 0.069278, 1.151991, 0.528922, 0.108247, 0.108247, 0.001082, 6945.34, 6944.51, 6931.90, 16.38
33.4, 0.14, 0.14, 0.19, 0.14, 0.069278, 0.069278, 2.362177, 1.090052, 0.069278, 0.069278, 2.106329, 0.069278, 0.324742, 0.293041, 0.001082, 6965.89, 6965.25, 6951.36, 15.68
33.5, 0.14, 0.15, 0.19, 0.14, 0.067780, 0.069278, 3.123341, 0.069278, 0.069278, 0.069278, 3.800839, 0.477662, 0.324742, 0.324742, 0.001082, 6988.22, 6986.50, 6973.06, 12.86
33.6, 0.14, 0.15, 0.20, 0.14, 0.069278, 0.069278, 3.735929, 0.069278, 0.065984, 0.859755, 3.295806, 0.069278, 0.202209, 0.108247, 0.001082, 7009.34, 7007.04, 6994.62, 16.70
33.7, 0.14, 0.15, 0.20, 0.14, 0.398298, 0.069278, 3.886033, 0.069278, 0.069278, 0.065138, 2.113179, 0.250920, 0.108247, 0.108247, 0.001082, 7031.30, 7028.48, 7017.22, 12.86
33.8, 0.15, 0.14, 0.20, 0.14, 0.069278, 0.069278, 4.269865, 1.078848, 0.889777, 0.069278, 4.686152, 0.069278, 0.323119, 0.324742, 0.001082, 7052.86, 7048.96, 7038.53, 16.19
33.9, 0.15, 0.14, 0.20, 0.14, 0.069278, 0.069278, 3.467605, 0.069278, 0.199881, 0.832055, 3.974588, 0.069278, 0.324742, 0.324742, 0.001082, 7072.19, 7070.14, 7056.70, 18.37
34.0, 0.14, 0.14, 0.20, 0.14, 0.370983, 0.069278, 4.757500, 0.069278, 0.069278, 0.069278, 4.663578, 0.069278, 0.324742, 0.324742, 0.001082, 7091.71, 7092.29, 7077.25, 16.83
34.1, 0.14, 0.14, 0.20, 0.14, 0.069278, 0.069278, 2.847540, 0.234254, 0.069278, 0.069278, 3.607440, 0.992096, 0.108247, 0.108247, 0.001082, 7113.41, 7111.30, 7097.15, 16.96
34.2, 0.15, 0.14, 0.20, 0.14, 0.069278, 1.238966, 0.068196, 0.963787, 1.334498, 0.069278, 0.117798, 0.069278, 0.285494, 0.216495, 0.001082, 7133.63, 7132.67, 7118.40, 13.95
34.3, 0.15, 0.14, 0.20, 0.14, 0.069278, 0.515445, 2.050475, 0.316651, 0.069278, 0.069278, 1.385659, 0.069278, 0.324742, 0.324742, 0.001082, 7154.11, 7153.60, 7140.54, 11.39
34.4, 0.15, 0.14, 0.20, 0.13, 0.743646, 0.067493, 6.076973, 0.069278, 0.069278, 0.069278, 6.421698, 0.069278, 0.108247, 0.108247, 0.001082, 7175.49, 7174.02, 7161.66, 15.94
34.5, 0.14, 0.14, 0.20, 0.14, 0.069278, 0.069278, 7.236498, 0.064929, 0.069278, 0.066180, 7.224641, 0.069278, 0.108247, 0.108247, 0.001082, 7198.08, 7195.26, 7179.78, 17.28
34.6, 0.15, 0.14, 0.20, 0.13, 0.898840, 0.069278, 5.713554, 0.069278, 0.069278, 0.069278, 6.788765, 0.069278, 0.108247, 0.108247, 0.001082, 7218.82, 7215.42, 7201.47, 14.40
34.7, 0.15, 0.15, 0.20, 0.13, 0.069278, 0.069278, 2.145891, 1.023588, 0.069278, 0.067914, 0.174624, 0.882694, 0.108247, 0.108247, 0.001082, 7240.06, 7235.97, 7222.72, 16.00
34.8, 0.15, 0.15, 0.20, 0.13, 0.069278, 0.069278, 2.220880, 0.069278, 0.069278, 0.069278, 1.093740, 1.099129, 0.312872, 0.216495, 0.001082, 7261.31, 7257.98, 7244.22, 16.26
34.9, 0.15, 0.15, 0.20, 0.13, 0.069278, 1.249284, 3.135954, 0.069278, 0.069278, 0.068217, 0.163497, 0.069278, 0.324742, 0.324742, 0.001082, 7281.54, 7280.38, 7264.45, 13.70
35.0, 0.15, 0.15, 0.20, 0.13, 0.069278, 0.069278, 6.146309, 1.022031, 0.069278, 0.069278, 1.522819, 0.069278, 0.324742, 0.324742, 0.001082, 7303.68, 7300.29, 7285.18, 16.64
35.1, 0.15, 0.15, 0.20, 0.13, 0.069278, 0.069278, 5.809577, 0.069278, 0.069278, 0.064546, 3.597242, 0.069278, 0.108247, 0.108247, 0.001082, 7326.85, 7321.15, 7306.62, 12.22
35.2, 0.15, 0.15, 0.21, 0.13, 0.978373, 0.069278, 7.580296, 0.069278, 0.069278, 0.069278, 0.158933, 0.069278, 0.323119, 0.324742, 0.001082, 7347.58, 7342.14, 7326.91, 16.45
35.3, 0.15, 0.15, 0.21, 0.13, 0.068066, 0.069278, 0.173699, 0.069278, 0.852709, 0.069278, 6.973236, 0.069278, 0.214330, 0.216495, 0.001082, 7366.98, 7363.01, 7345.98, 14.98
35.4, 0.15, 0.14, 0.21, 0.13, 0.069278, 0.069278, 6.265881, 0.069278, 0.069278, 0.069278, 0.163008, 0.069278, 0.323119, 0.324742, 0.001082, 7386.37, 7383.10, 7365.18, 15.30
35.5, 0.15, 0.15, 0.21, 0.13, 0.615928, 0.069278, 0.162538, 0.069278, 0.069278, 0.067807, 5.511246, 0.069278, 0.108247, 0.108247, 0.001082, 7407.49, 7404.10, 7388.29, 16.26
35.6, 0.15, 0.15, 0.21, 0.13, 0.069278, 0.069278, 4.495280, 0.067445, 0.066800, 0.069278, 0.117240, 0.707010, 0.323119, 0.324742, 0.001082, 7428.22, 7424.70, 7409.41, 16.77
35.7, 0.15, 0.15, 0.21, 0.14, 0.887219, 0.829595, 5.230405, 0.069278, 1.292467, 0.903829, 2.024476, 0.069278, 0.108247, 0.108247, 0.001082, 7449.86, 7446.53, 7429.44, 17.86
35.8, 0.15, 0.15, 0.21, 0.14, 0.069278, 0.069278, 5.507954, 0.069278, 0.069278, 0.069278, 6.407081, 0.069278, 0.108247, 0.108247, 0.001082, 7472.77, 7467.65, 7450.50, 16.51
35.9, 0.15, 0.15, 0.21, 0.14, 0.069278, 0.069278, 4.666965, 0.079368, 0.069278, 0.069278, 2.936195, 0.069278, 0.108247, 0.108247, 0.001082, 7492.93, 7488.70, 7469.89, 18.94
36.0, 0.14, 0.15, 0.21, 0.14, 0.069278, 0.069278, 0.198110, 0.066260, 0.069278, 0.069278, 0.180657, 0.069278, 0.108247, 0.276467, 0.001082, 7513.66, 7509.63, 7489.34, 17.98
36.1, 0.14, 0.15, 0.21, 0.14, 0.069278, 0.069278, 3.608961, 0.069278, 0.069278, 0.069278, 4.550120, 0.069278, 0.140663, 0.108247, 0.001082, 7533.82, 7529.09, 7511.94, 17.79
36.2, 0.15, 0.15, 0.21, 0.14, 0.069278, 0.069278, 5.337186, 0.991595, 0.069278, 0.069278, 5.868816, 0.785437, 0.324742, 0.324742, 0.001082, 7555.20, 7549.57, 7532.42, 18.82
36.3, 0.14, 0.16, 0.21, 0.14, 0.069278, 1.335773, 6.783371, 0.069278, 0.547305, 0.069278, 5.218656, 0.069278, 0.324742, 0.324742, 0.001082, 7576.13, 7569.86, 7554.88, 15.74
36.4, 0.14, 0.16, 0.21, 0.14, 0.069278, 0.069278, 6.205785, 0.069278, 0.262714, 0.069278, 0.132857, 0.378576, 0.324742, 0.324742, 0.001082, 7597.50, 7590.85, 7575.81, 14.91
36.5, 0.14, 0.16, 0.21, 0.14, 0.066162, 0.069278, 4.094996, 1.055081, 0.069278, 0.069278, 2.959067, 1.252746, 0.324742, 0.324742, 0.001082, 7618.18, 7611.26, 7597.70, 18.43
36.6, 0.15, 0.15, 0.21, 0.14, 0.069278, 0.067213, 7.153044, 0.069278, 0.069278, 0.069278, 3.090553, 0.224823, 0.324742, 0.324742, 0.001082, 7638.98, 7632.19, 7621.31, 16.70
36.7, 0.15, 0.16, 0.21, 0.14, 0.069278, 0.069278, 5.606795, 0.069278, 0.064375, 1.228067, 6.892282, 0.729195, 0.108247, 0.108247, 0.001082, 7660.99, 7652.93, 7642.69, 16.13
36.8, 0.15, 0.16, 0.22, 0.14, 0.069278, 0.775592, 0.126823, 0.069278, 0.069278, 0.069278, 4.762164, 0.067668, 0.324742, 0.324742, 0.001082, 7682.56, 7673.41, 7663.23, 17.41
36.9, 0.15, 0.16, 0.22, 0.15, 0.069278, 0.069278, 0.159970, 0.069278, 0.069278, 0.069278, 0.161649, 0.069278, 0.108247, 0.108247, 0.001082, 7702.72, 7694.21, 7684.35, 16.45
37.0, 0.15, 0.15, 0.22, 0.15, 0.069158, 0.069278, 0.154423, 0.069278, 0.474977, 0.069278, 0.178589, 0.069278, 0.324742, 0.324742, 0.001082, 7723.33, 7714.56, 7705.60, 16.38
37.1, 0.15, 0.16, 0.22, 0.15, 0.069278, 0.069278, 0.210401, 0.064579, 0.069278, 0.069278, 0.125836, 1.039348, 0.324742, 0.324742, 0.001082, 7746.18, 7734.40, 7723.90, 17.98
37.2, 0.15, 0.16, 0.22, 0.14, 1.058394, 0.069278, 8.050864, 0.069278, 0.069278, 1.314530, 6.924571, 0.069278, 0.324742, 0.324742, 0.001082, 7766.40, 7754.37, 7744.58, 16.38
37.3, 0.15, 0.16, 0.22, 0.15, 0.064934, 0.069278, 1.658665, 0.069278, 0.126328, 0.069278, 2.035113, 0.210773, 0.323119, 0.324742, 0.001082, 7788.29, 7774.59, 7763.90, 17.73
37.4, 0.16, 0.16, 0.22, 0.15, 0.067813, 0.101336, 1.174963, 0.069278, 0.069278, 0.067185, 0.832368, 0.066314, 0.324742, 0.324742, 0.001082, 7810.18, 7794.69, 7785.22, 16.32
37.5, 0.16, 0.16, 0.22, 0.15, 0.728588, 0.069278, 0.863816, 1.383413, 0.069278, 0.069278, 1.193251, 0.069278, 0.324742, 0.324742, 0.001082, 7832.26, 7815.68, 7803.65, 17.86
37.6, 0.15, 0.16, 0.22, 0.15, 0.069278, 0.069278, 0.166781, 0.069198, 0.241576, 0.069278, 1.339389, 1.264383, 0.108247, 0.108247, 0.001082, 7852.54, 7836.22, 7823.49, 16.96
37.7, 0.15, 0.16, 0.22, 0.15, 0.069278, 0.069278, 0.602571, 0.069278, 0.069278, 1.246094, 0.166781, 0.069278, 0.242880, 0.216495, 0.001082, 7873.66, 7855.68, 7844.16, 19.01
37.8, 0.16, 0.16, 0.22, 0.15, 0.069278, 1.145600, 0.615812, 0.069278, 0.069278, 0.327147, 0.117143, 0.069278, 0.324742, 0.324742, 0.001082, 7893.38, 7876.54, 7865.15, 14.46
37.9, 0.16, 0.16, 0.22, 0.15, 1.364745, 0.069278, 0.386104, 0.069278, 0.069278, 0.154308, 0.731048, 0.069278, 0.324742, 0.324742, 0.001082, 7913.02, 7896.26, 7885.06, 15.87
38.0, 0.16, 0.16, 0.23, 0.15, 1.318234, 0.069278, 0.073582, 0.959174, 0.451207, 0.069278, 1.819450, 0.067233, 0.108247, 0.108247, 0.001082, 7932.54, 7917.50, 7904.32, 18.05
38.1, 0.16, 0.16, 0.23, 0.16, 0.069278, 0.069278, 0.212873, 0.069278, 1.123061, 0.066700, 0.114643, 0.984707, 0.324742, 0.309336, 0.001082, 7952.64, 7937.41, 7923.07, 17.09
38.2, 0.16, 0.15, 0.23, 0.16, 0.069278, 0.069278, 5.077569, 0.067529, 0.069278, 0.069278, 4.044068, 0.641856, 0.108247, 0.108247, 0.001082, 7973.70, 7960.45, 7943.49, 18.18
38.3, 0.16, 0.16, 0.23, 0.16, 0.069278, 1.287319, 0.167528, 0.069278, 0.069278, 0.069278, 0.591032, 0.069278, 0.108247, 0.108247, 0.001082, 7993.66, 7981.89, 7963.78, 18.75
38.4, 0.16, 0.16, 0.23, 0.16, 0.069278, 1.289195, 0.069278, 0.069278, 0.069278, 0.067375, 0.215393, 0.069278, 0.323930, 0.324742, 0.001082, 8014.46, 8004.54, 7984.70, 19.14
38.5, 0.16, 0.16, 0.23, 0.16, 0.069278, 0.069278, 0.211546, 0.069278, 0.069278, 0.069278, 0.163299, 0.546106, 0.108247, 0.108247, 0.001082, 8037.06, 8025.09, 8006.72, 16.96
38.6, 0.16, 0.16, 0.23, 0.16, 0.069278, 0.069278, 0.212784, 0.069278, 0.069278, 0.067928, 0.163299, 0.125722, 0.324742, 0.324742, 0.001082, 8059.39, 8045.06, 8026.62, 20.22
38.7, 0.16, 0.16, 0.23, 0.16, 0.961111, 0.069278, 0.117773, 1.057371, 0.069278, 0.069278, 0.212784, 0.069278, 0.160206, 0.108247, 0.001082, 8079.81, 8067.39, 8049.28, 18.43
38.8, 0.16, 0.16, 0.23, 0.16, 0.069278, 0.069278, 0.212784, 0.069278, 0.069278, 0.068145, 0.178979, 0.069278, 0.324742, 0.324742, 0.001082, 8101.50, 8088.32, 8070.72, 20.61
38.9, 0.16, 0.16, 0.23, 0.16, 0.069278, 0.069278, 0.214021, 0.069278, 0.069278, 0.917127, 0.117526, 0.069278, 0.324742, 0.324268, 0.001082, 8123.84, 8110.27, 8091.52, 19.78
39.0, 0.16, 0.16, 0.23, 0.16, 0.069278, 0.069278, 0.215258, 0.069278, 0.069278, 0.066919, 0.162424, 0.069278, 0.323119, 0.324742, 0.001082, 8144.13, 8133.89, 8112.32, 16.32
39.1, 0.16, 0.16, 0.23, 0.16, 0.557483, 0.065133, 0.117526, 1.087441, 0.069278, 0.069278, 0.214021, 0.069278, 0.324742, 0.324742, 0.001082, 8165.12, 8155.90, 8135.42, 15.17
39.2, 0.16, 0.16, 0.23, 0.16, 0.069278, 0.069278, 0.190515, 0.069278, 0.069278, 0.211068, 0.738818, 0.069278, 0.324742, 0.324742, 0.001082, 8187.39, 8176.83, 8155.90, 16.64
39.3, 0.16, 0.16, 0.23, 0.17, 0.069278, 0.069278, 1.117254, 0.069278, 0.069278, 0.069278, 1.598914, 0.069278, 0.108247, 0.108247, 0.001082, 8207.94, 8198.85, 8178.75, 16.64
39.4, 0.17, 0.16, 0.23, 0.17, 0.872831, 0.069278, 1.418395, 0.416518, 0.069278, 0.193766, 3.152680, 0.069278, 0.108247, 0.108247, 0.001082, 8229.63, 8217.09, 8201.79, 19.33
39.5, 0.16, 0.16, 0.23, 0.17, 0.622100, 0.069278, 1.132423, 0.069278, 1.387337, 0.069278, 0.782367, 0.233977, 0.323119, 0.324742, 0.001082, 8250.62, 8238.46, 8224.13, 17.34
39.6, 0.16, 0.16, 0.23, 0.17, 0.069278, 0.069278, 0.212697, 0.069278, 0.234987, 0.069278, 2.365097, 0.069278, 0.324742, 0.324742, 0.001082, 8270.78, 8258.62, 8246.85, 19.46
39.7, 0.16, 0.16, 0.23, 0.17, 0.069278, 0.069278, 0.212697, 0.069278, 0.069278, 0.069278, 0.212697, 0.069278, 0.300705, 0.324742, 0.001082, 8290.94, 8278.46, 8267.20, 19.58
39.8, 0.16, 0.16, 0.23, 0.17, 0.069278, 0.069278, 4.892429, 0.732654, 0.069278, 0.069278, 3.193771, 0.069278, 0.324742, 0.324742, 0.001082, 8312.26, 8300.16, 8287.49, 17.15
39.9, 0.16, 0.16, 0.23, 0.17, 0.069278, 0.069278, 0.110129, 1.203325, 0.069278, 0.898071, 0.069278, 0.066707, 0.324742, 0.324742, 0.001082, 8334.27, 8321.28, 8307.65, 17.34
40.0, 0.16, 0.16, 0.23, 0.16, 0.069278, 0.069278, 0.173086, 0.068256, 0.068751, 1.333608, 0.118763, 0.857958, 0.324742, 0.324742, 0.001082, 8355.65, 8342.66, 8329.34, 16.45
40.1, 0.16, 0.16, 0.23, 0.17, 0.069278, 0.069278, 0.211481, 0.069278, 0.069278, 0.069278, 0.210266, 0.069278, 0.324742, 0.324742, 0.001082, 8376.45, 8364.42, 8350.14, 18.94
